no,baris,word,wordTotal,n,tf,idf,tf_idf
1,2,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
2,6,pada,38,1,0.026315789,5.883322388,0.154824273
3,7,saat,47,1,0.021276596,5.883322388,0.125177072
4,8,mudik,561,1,0.001782531,5.883322388,0.010487206
5,9,lebaran,77,1,0.012987013,5.883322388,0.076406784
6,10,booster,719,1,0.001390821,5.883322388,0.008182646
7,11,jadi,79,1,0.012658228,5.883322388,0.074472435
8,12,syarat,73,1,0.01369863,5.883322388,0.080593457
9,13,mudik,561,1,0.001782531,5.883322388,0.010487206
10,15,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
11,16,di,380,1,0.002631579,5.883322388,0.015482427
12,19,selamat,13,1,0.076923077,5.883322388,0.452563261
13,21,bagi,70,1,0.014285714,5.883322388,0.084047463
14,24,usia,41,1,0.024390244,5.883322388,0.143495668
15,25,tahun,122,1,0.008196721,5.883322388,0.048223954
16,26,ke,157,1,0.006369427,5.883322388,0.037473391
17,27,ata,31,1,0.032258065,5.883322388,0.189784593
18,32,pada,38,1,0.026315789,5.883322388,0.154824273
19,37,melaksanakan,78,1,0.012820513,5.883322388,0.07542721
20,38,giat,23,1,0.043478261,5.883322388,0.255796626
21,40,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
22,42,dosi,106,1,0.009433962,5.883322388,0.055503041
23,43,dengan,123,1,0.008130081,5.883322388,0.047831889
24,47,kesehatan,94,1,0.010638298,5.883322388,0.062588536
25,51,bagi,70,1,0.014285714,5.883322388,0.084047463
26,52,warga,102,1,0.009803922,5.883322388,0.057679631
27,53,masyarakat,125,1,0.008,5.883322388,0.047066579
28,54,yang,176,1,0.005681818,5.883322388,0.033427968
29,55,telah,38,1,0.026315789,5.883322388,0.154824273
30,56,melaksanakan,78,1,0.012820513,5.883322388,0.07542721
31,57,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
32,58,covid,328,1,0.00304878,5.883322388,0.017936959
33,59,di,380,1,0.002631579,5.883322388,0.015482427
34,64,rt,464,1,0.002155172,5.883322388,0.012679574
35,65,umat,26,1,0.038461538,5.883322388,0.22628163
36,66,islam,28,1,0.035714286,5.883322388,0.210118657
37,67,diam,24,1,0.041666667,5.883322388,0.245138433
38,68,saat,47,1,0.021276596,5.883322388,0.125177072
39,69,nataru,24,1,0.041666667,5.883322388,0.245138433
40,70,ppkm,25,1,0.04,5.883322388,0.235332896
41,71,dihapus,24,1,0.041666667,5.883322388,0.245138433
42,72,desjan,24,1,0.041666667,5.883322388,0.245138433
43,73,imlek,24,1,0.041666667,5.883322388,0.245138433
44,74,china,24,1,0.041666667,5.883322388,0.245138433
45,75,beba,25,1,0.04,5.883322388,0.235332896
46,76,amp,49,1,0.020408163,5.883322388,0.120067804
47,77,tni,42,1,0.023809524,5.883322388,0.140079104
48,78,polri,43,1,0.023255814,5.883322388,0.136821451
49,79,jadi,79,1,0.012658228,5.883322388,0.074472435
50,80,babu,24,1,0.041666667,5.883322388,0.245138433
51,81,bersihkan,24,1,0.041666667,5.883322388,0.245138433
52,82,klente,24,1,0.041666667,5.883322388,0.245138433
53,83,rt,464,1,0.002155172,5.883322388,0.012679574
54,84,percepatan,71,1,0.014084507,5.883322388,0.082863696
55,85,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
56,86,polr,136,1,0.007352941,5.883322388,0.043259723
57,87,kediri,11,1,0.090909091,5.883322388,0.53484749
58,88,dan,393,1,0.002544529,5.883322388,0.014970286
59,92,adalah,21,1,0.047619048,5.883322388,0.280158209
60,94,dan,393,1,0.002544529,5.883322388,0.014970286
61,97,menjadi,11,1,0.090909091,5.883322388,0.53484749
62,99,untuk,271,1,0.003690037,5.883322388,0.021709677
63,102,barat,27,1,0.037037037,5.883322388,0.217900829
64,105,percepatan,71,1,0.014084507,5.883322388,0.082863696
65,106,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
66,107,polr,136,1,0.007352941,5.883322388,0.043259723
67,108,kediri,11,1,0.090909091,5.883322388,0.53484749
68,109,rt,464,1,0.002155172,5.883322388,0.012679574
69,110,definisi,15,1,0.066666667,5.883322388,0.392221493
70,111,status,127,1,0.007874016,5.883322388,0.046325373
71,112,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
72,113,bermula,50,1,0.02,5.883322388,0.117666448
73,114,april,63,1,0.015873016,5.883322388,0.09338607
74,115,rt,464,1,0.002155172,5.883322388,0.012679574
75,118,vaksin,244,1,0.004098361,5.883322388,0.024111977
76,122,ini,94,1,0.010638298,5.883322388,0.062588536
77,126,dapat,15,1,0.066666667,5.883322388,0.392221493
78,129,vaksin,244,1,0.004098361,5.883322388,0.024111977
79,130,dan,393,1,0.002544529,5.883322388,0.014970286
80,131,segera,29,1,0.034482759,5.883322388,0.202873186
81,138,dalam,56,1,0.017857143,5.883322388,0.105059328
82,142,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
83,143,covid,328,1,0.00304878,5.883322388,0.017936959
84,144,serta,38,1,0.026315789,5.883322388,0.154824273
85,147,ke,157,1,0.006369427,5.883322388,0.037473391
86,149,rt,464,1,0.002155172,5.883322388,0.012679574
87,150,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
88,151,boost,19,1,0.052631579,5.883322388,0.309648547
89,152,tampaknya,16,1,0.0625,5.883322388,0.367707649
90,153,kurang,24,1,0.041666667,5.883322388,0.245138433
91,154,diminati,16,1,0.0625,5.883322388,0.367707649
92,155,warga,102,1,0.009803922,5.883322388,0.057679631
93,161,saat,47,1,0.021276596,5.883322388,0.125177072
94,163,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
95,164,di,380,1,0.002631579,5.883322388,0.015482427
96,166,apa,12,1,0.083333333,5.883322388,0.490276866
97,168,pelaksanaan,47,1,0.021276596,5.883322388,0.125177072
98,169,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
99,170,booster,719,1,0.001390821,5.883322388,0.008182646
100,171,polda,28,1,0.035714286,5.883322388,0.210118657
101,172,metro,16,1,0.0625,5.883322388,0.367707649
102,174,di,380,1,0.002631579,5.883322388,0.015482427
103,180,rt,464,1,0.002155172,5.883322388,0.012679574
104,181,ada,46,1,0.02173913,5.883322388,0.127898313
105,183,baik,22,1,0.045454545,5.883322388,0.267423745
106,184,nih,13,1,0.076923077,5.883322388,0.452563261
107,188,kembali,20,1,0.05,5.883322388,0.294166119
108,190,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
109,191,booster,719,1,0.001390821,5.883322388,0.008182646
110,192,nih,13,1,0.076923077,5.883322388,0.452563261
111,193,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
112,195,pada,38,1,0.026315789,5.883322388,0.154824273
113,197,dan,393,1,0.002544529,5.883322388,0.014970286
114,199,rt,464,1,0.002155172,5.883322388,0.012679574
115,200,dianggarkan,41,1,0.024390244,5.883322388,0.143495668
116,201,juta,66,1,0.015151515,5.883322388,0.089141248
117,202,rakyat,43,1,0.023255814,5.883322388,0.136821451
118,203,malaysia,125,1,0.008,5.883322388,0.047066579
119,204,akan,58,1,0.017241379,5.883322388,0.101436593
120,205,kehilangan,92,1,0.010869565,5.883322388,0.063949156
121,206,status,127,1,0.007874016,5.883322388,0.046325373
122,207,vaksin,244,1,0.004098361,5.883322388,0.024111977
123,208,lengkap,120,1,0.008333333,5.883322388,0.049027687
124,209,menjelang,42,1,0.023809524,5.883322388,0.140079104
125,210,mac,45,1,0.022222222,5.883322388,0.130740498
126,211,jangan,62,1,0.016129032,5.883322388,0.094892297
127,212,kehilangan,92,1,0.010869565,5.883322388,0.063949156
128,213,status,127,1,0.007874016,5.883322388,0.046325373
129,214,vak,25,1,0.04,5.883322388,0.235332896
130,215,saya,23,1,0.043478261,5.883322388,0.255796626
131,218,saya,23,1,0.043478261,5.883322388,0.255796626
132,219,tidak,56,1,0.017857143,5.883322388,0.105059328
133,221,untuk,271,1,0.003690037,5.883322388,0.021709677
134,222,covid,328,1,0.00304878,5.883322388,0.017936959
135,223,saya,23,1,0.043478261,5.883322388,0.255796626
136,230,yg,33,1,0.03030303,5.883322388,0.178282497
137,232,rt,464,1,0.002155172,5.883322388,0.012679574
138,233,saat,47,1,0.021276596,5.883322388,0.125177072
139,234,ini,94,1,0.010638298,5.883322388,0.062588536
140,235,belum,16,1,0.0625,5.883322388,0.367707649
141,239,di,380,1,0.002631579,5.883322388,0.015482427
142,243,amp,49,1,0.020408163,5.883322388,0.120067804
143,245,saat,47,1,0.021276596,5.883322388,0.125177072
144,246,ini,94,1,0.010638298,5.883322388,0.062588536
145,248,dengan,123,1,0.008130081,5.883322388,0.047831889
146,251,rt,464,1,0.002155172,5.883322388,0.012679574
147,253,sd,11,1,0.090909091,5.883322388,0.53484749
148,254,di,380,1,0.002631579,5.883322388,0.015482427
149,257,kurang,24,1,0.041666667,5.883322388,0.245138433
150,258,dari,59,1,0.016949153,5.883322388,0.099717329
151,261,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
152,265,saat,47,1,0.021276596,5.883322388,0.125177072
153,266,ini,94,1,0.010638298,5.883322388,0.062588536
154,267,belum,16,1,0.0625,5.883322388,0.367707649
155,271,di,380,1,0.002631579,5.883322388,0.015482427
156,275,amp,49,1,0.020408163,5.883322388,0.120067804
157,277,saat,47,1,0.021276596,5.883322388,0.125177072
158,278,ini,94,1,0.010638298,5.883322388,0.062588536
159,280,bhabinkamtibma,31,1,0.032258065,5.883322388,0.189784593
160,281,polsek,75,1,0.013333333,5.883322388,0.078444299
161,284,bersama,83,1,0.012048193,5.883322388,0.070883402
162,285,babinsa,54,1,0.018518519,5.883322388,0.108950415
163,287,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
164,288,di,380,1,0.002631579,5.883322388,0.015482427
165,289,desa,37,1,0.027027027,5.883322388,0.159008713
166,293,rt,464,1,0.002155172,5.883322388,0.012679574
167,294,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
168,295,boost,19,1,0.052631579,5.883322388,0.309648547
169,296,tampaknya,16,1,0.0625,5.883322388,0.367707649
170,297,kurang,24,1,0.041666667,5.883322388,0.245138433
171,298,diminati,16,1,0.0625,5.883322388,0.367707649
172,299,warga,102,1,0.009803922,5.883322388,0.057679631
173,300,guna,17,1,0.058823529,5.883322388,0.346077788
174,301,meningkatkan,32,1,0.03125,5.883322388,0.183853825
175,302,herd,104,1,0.009615385,5.883322388,0.056570408
176,303,immun,99,1,0.01010101,5.883322388,0.059427499
177,304,masyarakat,125,1,0.008,5.883322388,0.047066579
178,305,polr,136,1,0.007352941,5.883322388,0.043259723
179,307,lakukan,19,1,0.052631579,5.883322388,0.309648547
180,308,kegiatan,77,1,0.012987013,5.883322388,0.076406784
181,309,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
182,310,covid,328,1,0.00304878,5.883322388,0.017936959
183,311,massal,33,1,0.03030303,5.883322388,0.178282497
184,312,di,380,1,0.002631579,5.883322388,0.015482427
185,313,wilayah,11,1,0.090909091,5.883322388,0.53484749
186,314,kec,15,1,0.066666667,5.883322388,0.392221493
187,315,rt,464,1,0.002155172,5.883322388,0.012679574
188,316,definisi,15,1,0.066666667,5.883322388,0.392221493
189,317,status,127,1,0.007874016,5.883322388,0.046325373
190,318,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
191,319,bermula,50,1,0.02,5.883322388,0.117666448
192,320,april,63,1,0.015873016,5.883322388,0.09338607
193,327,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
194,328,covid,328,1,0.00304878,5.883322388,0.017936959
195,329,di,380,1,0.002631579,5.883322388,0.015482427
196,330,puskesma,21,1,0.047619048,5.883322388,0.280158209
197,331,kec,15,1,0.066666667,5.883322388,0.392221493
198,333,kab,22,1,0.045454545,5.883322388,0.267423745
199,334,rt,464,1,0.002155172,5.883322388,0.012679574
200,335,umat,26,1,0.038461538,5.883322388,0.22628163
201,336,islam,28,1,0.035714286,5.883322388,0.210118657
202,337,diam,24,1,0.041666667,5.883322388,0.245138433
203,338,saat,47,1,0.021276596,5.883322388,0.125177072
204,339,nataru,24,1,0.041666667,5.883322388,0.245138433
205,340,ppkm,25,1,0.04,5.883322388,0.235332896
206,341,dihapus,24,1,0.041666667,5.883322388,0.245138433
207,342,desjan,24,1,0.041666667,5.883322388,0.245138433
208,343,imlek,24,1,0.041666667,5.883322388,0.245138433
209,344,china,24,1,0.041666667,5.883322388,0.245138433
210,345,beba,25,1,0.04,5.883322388,0.235332896
211,346,amp,49,1,0.020408163,5.883322388,0.120067804
212,347,tni,42,1,0.023809524,5.883322388,0.140079104
213,348,polri,43,1,0.023255814,5.883322388,0.136821451
214,349,jadi,79,1,0.012658228,5.883322388,0.074472435
215,350,babu,24,1,0.041666667,5.883322388,0.245138433
216,351,bersihkan,24,1,0.041666667,5.883322388,0.245138433
217,352,klente,24,1,0.041666667,5.883322388,0.245138433
218,353,polr,136,1,0.007352941,5.883322388,0.043259723
219,355,kota,24,1,0.041666667,5.883322388,0.245138433
220,356,lakukan,19,1,0.052631579,5.883322388,0.309648547
221,357,kegiatan,77,1,0.012987013,5.883322388,0.076406784
222,358,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
223,359,booster,719,1,0.001390821,5.883322388,0.008182646
224,360,covid,328,1,0.00304878,5.883322388,0.017936959
225,363,dengan,123,1,0.008130081,5.883322388,0.047831889
226,365,warga,102,1,0.009803922,5.883322388,0.057679631
227,367,rt,464,1,0.002155172,5.883322388,0.012679574
228,368,umat,26,1,0.038461538,5.883322388,0.22628163
229,369,islam,28,1,0.035714286,5.883322388,0.210118657
230,370,diam,24,1,0.041666667,5.883322388,0.245138433
231,371,saat,47,1,0.021276596,5.883322388,0.125177072
232,372,nataru,24,1,0.041666667,5.883322388,0.245138433
233,373,ppkm,25,1,0.04,5.883322388,0.235332896
234,374,dihapus,24,1,0.041666667,5.883322388,0.245138433
235,375,desjan,24,1,0.041666667,5.883322388,0.245138433
236,376,imlek,24,1,0.041666667,5.883322388,0.245138433
237,377,china,24,1,0.041666667,5.883322388,0.245138433
238,378,beba,25,1,0.04,5.883322388,0.235332896
239,379,amp,49,1,0.020408163,5.883322388,0.120067804
240,380,tni,42,1,0.023809524,5.883322388,0.140079104
241,381,polri,43,1,0.023255814,5.883322388,0.136821451
242,382,jadi,79,1,0.012658228,5.883322388,0.074472435
243,383,babu,24,1,0.041666667,5.883322388,0.245138433
244,384,bersihkan,24,1,0.041666667,5.883322388,0.245138433
245,385,klente,24,1,0.041666667,5.883322388,0.245138433
246,386,rt,464,1,0.002155172,5.883322388,0.012679574
247,387,definisi,15,1,0.066666667,5.883322388,0.392221493
248,388,status,127,1,0.007874016,5.883322388,0.046325373
249,389,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
250,390,bermula,50,1,0.02,5.883322388,0.117666448
251,391,april,63,1,0.015873016,5.883322388,0.09338607
252,392,rt,464,1,0.002155172,5.883322388,0.012679574
253,393,bermula,50,1,0.02,5.883322388,0.117666448
254,394,april,63,1,0.015873016,5.883322388,0.09338607
255,395,status,127,1,0.007874016,5.883322388,0.046325373
256,396,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
257,397,untuk,271,1,0.003690037,5.883322388,0.021709677
258,398,penerima,39,1,0.025641026,5.883322388,0.15085442
259,399,vaksin,244,1,0.004098361,5.883322388,0.024111977
260,400,primer,32,1,0.03125,5.883322388,0.183853825
261,401,sinovac,115,1,0.008695652,5.883322388,0.051159325
262,402,tahun,122,1,0.008196721,5.883322388,0.048223954
263,403,ke,157,1,0.006369427,5.883322388,0.037473391
264,404,ata,31,1,0.032258065,5.883322388,0.189784593
